"","zip","county","avg_Math","avg_Eng","avg_Sci","AlgI","AlgII","BioI","Chemistry","ELA","EngI","EngII","EngIII","Math","Science","Enrollment","Pct_Black","Pct_Hispanic","Pct_Native_American","Pct_EL","Pct_SWD","Pct_ED","Per_Pupil_Expenditures","Pct_BHN","ACT_Composite","Pct_Chronically_Absent","Pct_Suspended","Pct_Expelled","Graduation","Dropout","CORE_region","primary_city","state","latitude","longitude","irs_estimated_population_2014"
"89",37355,"Coffee County",67.9,57.2,54.8666666666667,69.8,76.3,67,31.5,47.6,76.2,64.5,40.5,57.6,66.1,4308,2.7,5.2,0.2,1.3,13.9,57.4,9068.1,8.1,20,16.5,1.7,0,88.9,6.4,"South Central CORE","Manchester","TN",35.46,-86.08,22740
"90",37360,"Coffee County",67.9,57.2,54.8666666666667,69.8,76.3,67,31.5,47.6,76.2,64.5,40.5,57.6,66.1,4308,2.7,5.2,0.2,1.3,13.9,57.4,9068.1,8.1,20,16.5,1.7,0,88.9,6.4,"South Central CORE","Normandy","TN",35.45,-86.25,1380
"91",37382,"Coffee County",67.9,57.2,54.8666666666667,69.8,76.3,67,31.5,47.6,76.2,64.5,40.5,57.6,66.1,4308,2.7,5.2,0.2,1.3,13.9,57.4,9068.1,8.1,20,16.5,1.7,0,88.9,6.4,"South Central CORE","Summitville","TN",35.54,-85.97,327
"92",37388,"Coffee County",67.9,57.2,54.8666666666667,69.8,76.3,67,31.5,47.6,76.2,64.5,40.5,57.6,66.1,4308,2.7,5.2,0.2,1.3,13.9,57.4,9068.1,8.1,20,16.5,1.7,0,88.9,6.4,"South Central CORE","Tullahoma","TN",35.37,-86.2,22190
"93",37389,"Coffee County",67.9,57.2,54.8666666666667,69.8,76.3,67,31.5,47.6,76.2,64.5,40.5,57.6,66.1,4308,2.7,5.2,0.2,1.3,13.9,57.4,9068.1,8.1,20,16.5,1.7,0,88.9,6.4,"South Central CORE","Arnold Afb","TN",35.37,-86.14,0
"94",38001,"Crockett County",66.2333333333333,58.975,62.9666666666667,78,63.5,77.9,43.7,48.8,71.6,65.5,50,57.2,67.3,1932,13.7,14.4,0.1,0.4,11.6,62.4,8093.5,28.2,19.1,4.2,0,0.1,95.9,3.1,"Northwest CORE","Alamo","TN",35.78,-89.11,3750
"95",38006,"Crockett County",66.2333333333333,58.975,62.9666666666667,78,63.5,77.9,43.7,48.8,71.6,65.5,50,57.2,67.3,1932,13.7,14.4,0.1,0.4,11.6,62.4,8093.5,28.2,19.1,4.2,0,0.1,95.9,3.1,"Northwest CORE","Bells","TN",35.71,-89.08,4580
"96",38021,"Crockett County",66.2333333333333,58.975,62.9666666666667,78,63.5,77.9,43.7,48.8,71.6,65.5,50,57.2,67.3,1932,13.7,14.4,0.1,0.4,11.6,62.4,8093.5,28.2,19.1,4.2,0,0.1,95.9,3.1,"Northwest CORE","Crockett Mills","TN",35.88,-89.16,180
"97",38034,"Crockett County",66.2333333333333,58.975,62.9666666666667,78,63.5,77.9,43.7,48.8,71.6,65.5,50,57.2,67.3,1932,13.7,14.4,0.1,0.4,11.6,62.4,8093.5,28.2,19.1,4.2,0,0.1,95.9,3.1,"Northwest CORE","Friendship","TN",35.91,-89.24,2400
"98",38050,"Crockett County",66.2333333333333,58.975,62.9666666666667,78,63.5,77.9,43.7,48.8,71.6,65.5,50,57.2,67.3,1932,13.7,14.4,0.1,0.4,11.6,62.4,8093.5,28.2,19.1,4.2,0,0.1,95.9,3.1,"Northwest CORE","Maury City","TN",35.83,-89.23,785
"99",38336,"Crockett County",66.2333333333333,58.975,62.9666666666667,78,63.5,77.9,43.7,48.8,71.6,65.5,50,57.2,67.3,1932,13.7,14.4,0.1,0.4,11.6,62.4,8093.5,28.2,19.1,4.2,0,0.1,95.9,3.1,"Northwest CORE","Fruitvale","TN",35.72,-89.06,0
"100",38337,"Crockett County",66.2333333333333,58.975,62.9666666666667,78,63.5,77.9,43.7,48.8,71.6,65.5,50,57.2,67.3,1932,13.7,14.4,0.1,0.4,11.6,62.4,8093.5,28.2,19.1,4.2,0,0.1,95.9,3.1,"Northwest CORE","Gadsden","TN",35.79,-89.01,1240
"101",37723,"Cumberland County",68.9,62.775,65.2666666666667,84.3,63.5,72.5,52.1,52,79.7,65.4,54,58.9,71.2,7067,1.3,4.7,0.3,1.8,15.9,63.8,8490.6,6.3,19.6,11.7,0.7,0,93,3.9,"Upper Cumberland CORE","Crab Orchard","TN",35.9,-84.88,820
"102",38555,"Cumberland County",68.9,62.775,65.2666666666667,84.3,63.5,72.5,52.1,52,79.7,65.4,54,58.9,71.2,7067,1.3,4.7,0.3,1.8,15.9,63.8,8490.6,6.3,19.6,11.7,0.7,0,93,3.9,"Upper Cumberland CORE","Crossville","TN",35.95,-85.03,14980
"103",38557,"Cumberland County",68.9,62.775,65.2666666666667,84.3,63.5,72.5,52.1,52,79.7,65.4,54,58.9,71.2,7067,1.3,4.7,0.3,1.8,15.9,63.8,8490.6,6.3,19.6,11.7,0.7,0,93,3.9,"Upper Cumberland CORE","Crossville","TN",35.95,-85.03,1851
"104",38558,"Cumberland County",68.9,62.775,65.2666666666667,84.3,63.5,72.5,52.1,52,79.7,65.4,54,58.9,71.2,7067,1.3,4.7,0.3,1.8,15.9,63.8,8490.6,6.3,19.6,11.7,0.7,0,93,3.9,"Upper Cumberland CORE","Crossville","TN",36.01,-84.87,7280
"105",38571,"Cumberland County",68.9,62.775,65.2666666666667,84.3,63.5,72.5,52.1,52,79.7,65.4,54,58.9,71.2,7067,1.3,4.7,0.3,1.8,15.9,63.8,8490.6,6.3,19.6,11.7,0.7,0,93,3.9,"Upper Cumberland CORE","Crossville","TN",36.05,-85.01,11380
"106",38572,"Cumberland County",68.9,62.775,65.2666666666667,84.3,63.5,72.5,52.1,52,79.7,65.4,54,58.9,71.2,7067,1.3,4.7,0.3,1.8,15.9,63.8,8490.6,6.3,19.6,11.7,0.7,0,93,3.9,"Upper Cumberland CORE","Crossville","TN",35.85,-85.13,9680
"107",38578,"Cumberland County",68.9,62.775,65.2666666666667,84.3,63.5,72.5,52.1,52,79.7,65.4,54,58.9,71.2,7067,1.3,4.7,0.3,1.8,15.9,63.8,8490.6,6.3,19.6,11.7,0.7,0,93,3.9,"Upper Cumberland CORE","Pleasant Hill","TN",35.98,-85.2,698
"108",37011,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Antioch","TN",36.04,-86.64,1107
"109",37013,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Antioch","TN",36.04,-86.64,83330
"110",37070,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Goodlettsville","TN",36.33,-86.7,794
"111",37072,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Goodlettsville","TN",36.33,-86.7,28090
"112",37076,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Hermitage","TN",36.13,-86.58,34190
"113",37080,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Joelton","TN",36.33,-86.91,6670
"114",37115,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Madison","TN",36.25,-86.69,35320
"115",37116,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Madison","TN",36.25,-86.69,785
"116",37138,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Old Hickory","TN",36.22,-86.61,21240
"117",37189,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Whites Creek","TN",36.28,-86.83,3390
"118",37201,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,960
"119",37202,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,567
"120",37203,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.15,-86.79,11350
"121",37204,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.11,-86.77,11340
"122",37205,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.11,-86.87,22280
"123",37206,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.18,-86.73,22890
"124",37207,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.23,-86.78,34660
"125",37208,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.18,-86.81,13250
"126",37209,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.19,-86.95,30020
"127",37210,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.15,-86.73,13100
"128",37211,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.07,-86.72,72980
"129",37212,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.13,-86.8,10880
"130",37213,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.77,116
"131",37214,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.16,-86.67,28020
"132",37215,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.08,-86.83,20790
"133",37216,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.22,-86.73,16060
"134",37217,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.11,-86.66,31740
"135",37218,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.16,-86.89,12410
"136",37219,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,1320
"137",37220,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.07,-86.79,6470
"138",37221,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.05,-86.97,36780
"139",37222,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,648
"140",37224,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,320
"141",37227,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,0
"142",37228,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.2,-86.8,1040
"143",37229,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,505
"144",37230,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,20
"145",37232,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,0
"146",37234,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,0
"147",37235,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,156
"148",37236,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,0
"149",37237,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.16,-86.78,10
"150",37238,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,0
"151",37240,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.14,-86.81,0
"152",37241,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,0
"153",37242,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,0
"154",37243,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,34
"155",37244,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,0
"156",37245,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.16,-86.78,0
"157",37246,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.16,-86.79,0
"158",37247,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.16,-86.78,0
"159",37248,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.16,-86.78,0
"160",37249,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.16,-86.78,0
"161",37250,"Davidson County",50.5666666666667,47.325,45.9,65.9,40.4,51.7,36.8,39.4,63.7,56.3,29.9,45.4,49.2,79934,44.3,20.7,0.2,16.2,12.4,75.3,11496.3,65.2,18.7,14.5,10.7,0.4,78.7,14.6,"Mid Cumberland CORE","Nashville","TN",36.17,-86.78,0
"162",38311,"Decatur County",58.0666666666667,62.925,62.2333333333333,70.2,44.3,72.7,42.9,47.1,73.8,69.7,61.1,59.7,71.1,1529,4.2,4.7,0.2,1.1,18.9,57.7,8907.4,9.1,18.6,19.3,0.2,0.1,94.4,4.8,"Southwest/Memphis CORE","Bath Springs","TN",35.44,-88.1,660
"163",38329,"Decatur County",58.0666666666667,62.925,62.2333333333333,70.2,44.3,72.7,42.9,47.1,73.8,69.7,61.1,59.7,71.1,1529,4.2,4.7,0.2,1.1,18.9,57.7,8907.4,9.1,18.6,19.3,0.2,0.1,94.4,4.8,"Southwest/Memphis CORE","Decaturville","TN",35.58,-88.11,2630
"164",38363,"Decatur County",58.0666666666667,62.925,62.2333333333333,70.2,44.3,72.7,42.9,47.1,73.8,69.7,61.1,59.7,71.1,1529,4.2,4.7,0.2,1.1,18.9,57.7,8907.4,9.1,18.6,19.3,0.2,0.1,94.4,4.8,"Southwest/Memphis CORE","Parsons","TN",35.65,-88.12,4620
"165",38380,"Decatur County",58.0666666666667,62.925,62.2333333333333,70.2,44.3,72.7,42.9,47.1,73.8,69.7,61.1,59.7,71.1,1529,4.2,4.7,0.2,1.1,18.9,57.7,8907.4,9.1,18.6,19.3,0.2,0.1,94.4,4.8,"Southwest/Memphis CORE","Sugar Tree","TN",35.79,-88.02,390
"166",37012,"DeKalb County",54.3,55.525,63.9666666666667,52.9,55.6,72.1,53.9,45.7,73.4,72,31,54.4,65.9,2849,1.8,11.3,0.1,5.3,14.4,64.4,7982.5,13.2,17.7,13.9,3.8,0,94.9,2.2,"Upper Cumberland CORE","Alexandria","TN",36.07,-86.03,1870
"167",37059,"DeKalb County",54.3,55.525,63.9666666666667,52.9,55.6,72.1,53.9,45.7,73.4,72,31,54.4,65.9,2849,1.8,11.3,0.1,5.3,14.4,64.4,7982.5,13.2,17.7,13.9,3.8,0,94.9,2.2,"Upper Cumberland CORE","Dowelltown","TN",36.01,-85.94,1320
"168",37095,"DeKalb County",54.3,55.525,63.9666666666667,52.9,55.6,72.1,53.9,45.7,73.4,72,31,54.4,65.9,2849,1.8,11.3,0.1,5.3,14.4,64.4,7982.5,13.2,17.7,13.9,3.8,0,94.9,2.2,"Upper Cumberland CORE","Liberty","TN",36,-85.98,1540
"169",37166,"DeKalb County",54.3,55.525,63.9666666666667,52.9,55.6,72.1,53.9,45.7,73.4,72,31,54.4,65.9,2849,1.8,11.3,0.1,5.3,14.4,64.4,7982.5,13.2,17.7,13.9,3.8,0,94.9,2.2,"Upper Cumberland CORE","Smithville","TN",35.95,-85.82,11890
"170",37029,"Dickson County",61.5333333333333,62.8,62.7333333333333,68.4,56.6,69.6,42.8,52.2,82.8,71.7,44.5,59.6,75.8,8120,8.1,4.9,0.6,1.6,16.2,53.1,8472.8,13.6,21,12.2,0.5,0,90.7,7.4,"Mid Cumberland CORE","Burns","TN",36.05,-87.31,5270
"171",37036,"Dickson County",61.5333333333333,62.8,62.7333333333333,68.4,56.6,69.6,42.8,52.2,82.8,71.7,44.5,59.6,75.8,8120,8.1,4.9,0.6,1.6,16.2,53.1,8472.8,13.6,21,12.2,0.5,0,90.7,7.4,"Mid Cumberland CORE","Charlotte","TN",36.18,-87.34,5070
"172",37051,"Dickson County",61.5333333333333,62.8,62.7333333333333,68.4,56.6,69.6,42.8,52.2,82.8,71.7,44.5,59.6,75.8,8120,8.1,4.9,0.6,1.6,16.2,53.1,8472.8,13.6,21,12.2,0.5,0,90.7,7.4,"Mid Cumberland CORE","Cumberland Furnace","TN",36.3,-87.4,3160
"173",37055,"Dickson County",61.5333333333333,62.8,62.7333333333333,68.4,56.6,69.6,42.8,52.2,82.8,71.7,44.5,59.6,75.8,8120,8.1,4.9,0.6,1.6,16.2,53.1,8472.8,13.6,21,12.2,0.5,0,90.7,7.4,"Mid Cumberland CORE","Dickson","TN",36.07,-87.37,23970
