"","zip_code","agi_range","return_count","exemption_count","dependent_count","agi_amt","salary_wages_count","salary_wages_amt","taxable_interest_count","taxable_interest_amt","ordinary_dividends_count","ordinary_dividends_amt","business_income_count","business_income_amt","farm_income_count","net_capital_gain_count","net_capital_gain_amt","taxable_IRA_dist_count","taxable_IRA_dist_amt","pension_income_count","pension_income_amt","unemployment_count","unemployment_amt","social_security_count","social_security_amt","item_deduc_count","item_deduc_amt","charitable_contribution_count","charitable_contribution_amt","mortgage_int_count","mortgage_int_amt","property_tax_count","property_tax_amt","state_local_income_tax_count","state_local_income_tax_amt","state_local_sales_tax_count","state_local_sales_tax_amt","taxable_income_count","taxable_income_amt","tot_tax_credit_count","tot_tax_credit_amt","earned_income_credit_count","earned_income_credit_amt","excess_eaned_income_credit_count","excess_eaned_income_credit_amt","tax_liability_count","tax_liability_amt","balance_due_count","balance_due_amt","refund_count","refund_amt","paid_prep_count","year"
"859",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"860","37190","Total","3670","7180","2130","146898","3040","112702","940","1004","340","1066","610","7475","310","370","2227","320","3445","750","12648","150","472","510","5453","480","8993","350","2061","330","2447","420","637","0","0","410","797","2700","87487","990","1046","830","1828","690","1571","2670","13101","540","1601","2980","7530","2200",2013
"861","37190","$1 under $25,000","1600","2420","680","19937","1210","14871","280","250","90","147","260","1694","70","110","66","110","650","250","2351","80","312","70","107","50","787","30","53","30","191","40","57","0","0","40","33","660","3855","150","48","590","1373","510","1195","770","667","150","117","1340","2672","870",2013
"862","37190","$25,000 under $50,000","1040","2110","640","38065","910","30569","250","258","80","136","150","1262","80","90","321","80","732","210","3614","40","84","210","1307","120","1883","70","289","70","435","100","128","0","0","100","123","1010","19635","390","320","240","455","180","376","890","2292","140","234","880","2338","620",2013
"863","37190","$50,000 under $75,000","520","1240","360","31746","460","25566","160","178","50","139","90","915","70","50","243","50","605","140","2641","30","76","120","1617","120","1937","80","351","80","630","100","131","0","0","100","164","520","20516","230","315","0","0","0","0","500","2649","110","231","400","1246","360",2013
"864","37190","$75,000 under $100,000","280","780","250","24204","260","18870","120","122","50","258","50","362","40","50","288","50","688","90","2229","0","0","70","1483","80","1635","70","310","60","463","70","101","0","0","70","160","280","17084","120","224","0","0","0","0","280","2326","60","227","220","690","190",2013
"865","37190","$100,000 under $200,000","200","550","180","25081","180","18630","110","152","70","386","60","3242","50","70","1309","30","770","60","1813","0","0","40","939","90","1965","100","1058","90","728","110","220","0","0","100","317","200","19706","100","139","0","0","0","0","200","3522","80","792","140","584","140",2013
"866","37190","$200,000 or more","30","80","20","7865","20","4196","20","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","786","0","0","0","0","0","0","0","0","0","0","30","6691","0","0","0","0","0","0","30","1645","0","0","0","0","20",2013
"867",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"868","37191","Total","1810","3840","1190","85532","1560","65868","620","268","180","161","220","1689","90","170","1388","90","801","520","12202","120","605","210","1904","320","5443","230","1181","270","1908","270","500","0","0","250","560","1390","53523","590","638","410","930","360","837","1300","8357","260","883","1490","4315","830",2013
"869","37191","$1 under $25,000","690","1060","310","8761","550","6749","150","68","30","17","90","823","40","30","22","0","0","110","1369","40","216","30","42","40","442","20","37","0","0","20","28","0","0","30","24","290","1674","70","22","260","618","240","560","300","288","40","57","610","1311","280",2013
"870","37191","$25,000 under $50,000","500","1150","380","18574","440","15466","160","28","40","21","50","420","0","30","74","40","235","110","2431","40","138","80","474","60","882","40","185","70","414","50","67","0","0","50","74","480","8904","230","199","150","312","120","277","390","986","60","99","440","1479","230",2013
"871","37191","$50,000 under $75,000","280","720","240","17181","250","13453","100","45","40","33","60","380","20","40","132","30","296","110","2497","40","251","40","540","80","1289","60","235","70","517","70","111","0","0","60","121","280","10832","140","208","0","0","0","0","270","1341","50","120","220","693","140",2013
"872","37191","$75,000 under $100,000","170","450","130","14676","160","11984","90","48","20","9","0","0","0","20","86","0","0","90","2082","0","0","30","384","50","850","30","176","40","307","40","93","0","0","30","84","170","10631","80","113","0","0","0","0","170","1451","40","97","130","412","80",2013
"873","37191","$100,000 under $200,000","170","460","130","26340","160","18216","120","79","50","81","20","66","30","50","1074","20","270","100","3823","0","0","30","464","90","1980","80","548","90","670","90","201","0","0","80","257","170","21482","70","96","0","0","0","0","170","4291","70","510","90","420","100",2013
"874","37191","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"875",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"876","37201","Total","800","1030","130","83556","710","47939","240","1779","180","7794","170","6608","0","160","14619","30","266","70","1356","30","156","40","678","280","11099","200","3215","230","1989","240","1325","30","316","200","424","720","65495","150","333","60","60","30","37","720","15418","200","1341","580","2899","350",2013
"877","37201","$1 under $25,000","190","190","20","2411","140","1976","30","7","30","19","50","490","0","0","0","0","0","0","0","30","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","818","30","11","60","60","30","37","120","147","40","53","140","171","70",2013
"878","37201","$25,000 under $50,000","220","270","50","8401","200","7243","40","11","20","52","40","627","0","40","61","30","266","40","568","0","0","0","0","70","921","30","38","60","430","60","215","0","0","50","47","220","5610","40","35","0","0","0","0","210","816","40","85","170","326","80",2013
"879","37201","$50,000 under $75,000","170","210","20","10209","160","9477","50","14","30","19","40","439","0","50","161","0","0","0","0","0","0","0","0","70","898","50","63","50","356","50","126","0","0","50","79","170","7772","40","28","0","0","0","0","170","1262","30","58","130","297","70",2013
"880","37201","$75,000 under $100,000","70","90","0","6307","70","5369","30","2","20","14","0","0","0","0","0","0","0","30","788","0","0","0","0","30","550","30","49","30","243","30","87","0","0","20","42","70","5118","0","0","0","0","0","0","70","987","20","99","50","117","30",2013
"881","37201","$100,000 under $200,000","100","170","40","13970","90","11488","50","46","40","142","40","5052","0","30","381","0","0","0","0","0","0","40","678","70","1297","50","93","60","547","60","199","30","316","50","98","100","11722","20","34","0","0","0","0","100","2518","40","275","70","269","60",2013
"882","37201","$200,000 or more","50","100","0","42258","50","12386","40","1699","40","7548","0","0","0","40","14016","0","0","0","0","0","0","0","0","40","7433","40","2972","30","413","40","698","0","0","30","158","50","34455","20","225","0","0","0","0","50","9688","30","771","20","1719","40",2013
"883",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"884","37203","Total","7740","11050","2580","1138906","6970","635827","1890","15154","1380","39970","1690","127947","20","1310","81171","240","3738","510","8046","180","826","230","3208","1770","95301","1350","31392","1250","13589","1380","9518","490","30781","1030","2255","5960","972139","1790","15686","1570","3175","1370","2821","5950","263240","1490","13235","5830","36402","3330",2013
"885","37203","$1 under $25,000","3270","4370","1300","40179","2840","34648","310","137","240","322","640","4365","0","200","331","40","214","170","1458","100","424","30","72","150","1972","100","227","90","632","100","270","20","34","90","80","1530","10099","430","169","1390","2830","1220","2533","1640","1644","370","369","2770","5673","1290",2013
"886","37203","$25,000 under $50,000","1900","2560","530","68065","1780","61252","330","148","240","530","280","3846","20","200","429","50","416","110","1088","40","232","60","394","270","4035","180","407","180","1220","190","442","30","57","180","218","1870","43161","520","431","180","345","150","288","1760","5908","360","745","1500","2926","620",2013
"887","37203","$50,000 under $75,000","950","1280","180","58019","890","50500","270","146","210","688","170","3070","0","200","724","60","598","90","1756","20","87","50","701","300","4561","210","569","220","1556","230","615","60","190","180","273","950","43849","220","232","0","0","0","0","940","7273","220","710","710","1503","390",2013
"888","37203","$75,000 under $100,000","470","660","80","40184","430","33754","180","94","110","446","100","3001","0","110","602","0","0","40","668","0","0","20","349","200","3337","150","509","150","1225","160","565","40","183","130","237","460","32171","100","95","0","0","0","0","460","6199","130","620","310","739","220",2013
"889","37203","$100,000 under $200,000","610","1020","170","83258","550","64037","330","256","230","1809","170","9040","0","230","2275","50","1161","50","1591","20","83","40","1024","390","8782","310","1431","280","3122","300","1365","100","1021","240","614","610","68717","180","209","0","0","0","0","610","15283","200","1681","360","1683","340",2013
"890","37203","$200,000 or more","540","1160","320","849201","480","391636","470","14373","350","36175","330","104625","0","370","76810","40","1349","50","1485","0","0","30","668","460","72614","400","28249","330","5834","400","6261","240","29296","210","833","540","774142","340","14550","0","0","0","0","540","226933","210","9110","180","23878","470",2013
"891",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"892","37204","Total","6830","11130","2640","673344","5810","432911","2380","5351","1980","12891","1650","53566","30","1820","34642","520","8179","930","19562","150","681","660","9438","2550","66131","2170","14993","2010","20544","2270","10466","270","5338","2040","4950","5830","540970","1960","2272","730","1196","570","1020","5770","133388","1800","13736","4650","13214","3070",2013
"893","37204","$1 under $25,000","2090","2360","490","26054","1640","20188","340","216","290","533","440","2968","0","250","563","110","585","210","1819","60","275","60","103","180","2756","120","252","100","654","130","457","0","0","140","106","1110","7361","300","116","620","1001","480","850","1170","1211","310","319","1630","2502","780",2013
"894","37204","$25,000 under $50,000","1640","2170","370","60118","1430","49393","390","382","300","782","290","4095","0","260","691","110","1047","190","3029","60","276","190","1335","320","4688","250","626","220","1518","260","792","50","92","240","289","1620","37983","440","350","110","195","90","170","1520","5216","330","707","1270","2196","580",2013
"895","37204","$50,000 under $75,000","950","1490","270","58212","840","45732","350","377","290","995","220","3795","0","260","1039","80","1062","170","3359","0","0","130","2076","400","6519","320","1126","310","2226","350","1142","40","78","320","498","950","41492","270","302","0","0","0","0","940","6684","260","731","650","1617","420",2013
"896","37204","$75,000 under $100,000","530","1040","250","46543","470","35670","230","230","200","777","150","3191","30","180","802","50","818","100","3000","30","130","90","1645","340","6648","290","1179","260","2233","300","1089","20","74","270","561","530","34052","210","322","0","0","0","0","520","5816","160","655","360","1179","250",2013
"897","37204","$100,000 under $200,000","1020","2410","680","140224","900","103781","620","1082","500","2684","320","11284","0","460","4385","120","2557","190","5894","0","0","140","3177","760","18269","680","3930","650","6830","700","3065","70","516","630","1619","1020","109842","460","433","0","0","0","0","1020","21830","430","2852","530","2230","570",2013
"898","37204","$200,000 or more","600","1660","580","342193","530","178147","450","3064","400","7120","230","28233","0","410","27162","50","2110","70","2461","0","0","50","1102","550","27251","510","7880","470","7083","530","3921","90","4578","440","1877","600","310240","280","749","0","0","0","0","600","92631","310","8472","210","3490","470",2013
"899",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"900","37205","Total","12730","22090","5530","2385713","9070","1120436","6740","52010","6460","199977","3220","152524","100","6010","445001","2090","53993","2650","72044","180","975","2630","49260","6390","261425","5700","94391","4140","52670","5620","43665","1180","17019","4880","14169","10970","2021793","4690","13228","630","836","480","674","10810","561749","4240","60306","6630","50326","7730",2013
"901","37205","$1 under $25,000","3400","2830","400","36606","2160","22551","960","825","1170","3284","560","3889","0","1060","1321","280","1621","460","3953","40","274","200","424","440","7880","280","627","170","1177","280","1206","70","100","310","294","1780","11859","460","158","530","676","410","564","1740","1932","660","669","2110","2335","1690",2013
"902","37205","$25,000 under $50,000","2060","2690","380","76147","1540","52012","760","1068","720","3453","380","5231","20","620","1719","270","2725","390","6638","50","309","430","3488","580","10446","460","1370","300","2145","440","1825","90","166","450","547","1980","46073","610","407","100","160","70","110","1900","6366","530","975","1400","2815","1000",2013
"903","37205","$50,000 under $75,000","1490","2300","380","92122","1070","57797","720","1154","650","4774","360","7243","0","570","2964","270","3849","370","9240","30","122","420","6708","690","13794","580","1942","420","3199","580","2429","90","245","540","854","1460","63338","500","372","0","0","0","0","1440","10069","510","1545","840","2699","830",2013
"904","37205","$75,000 under $100,000","1090","2060","420","94697","750","53609","660","2023","600","5720","290","7856","0","540","4206","270","5330","340","9293","20","98","380","7748","670","16116","590","2702","420","3656","590","2913","100","426","530","1046","1070","67172","470","469","0","0","0","0","1060","11372","380","1435","570","2715","660",2013
"905","37205","$100,000 under $200,000","2210","5110","1390","315235","1650","184824","1480","4242","1340","18343","670","25342","30","1270","20125","520","15542","610","22250","40","172","670","16682","1730","48083","1590","9535","1230","13744","1590","9523","240","1330","1410","3826","2200","242249","1130","1039","0","0","0","0","2190","47349","940","6688","1010","6611","1470",2013
"906","37205","$200,000 or more","2480","7100","2560","1770906","1900","749643","2160","42698","1980","164403","960","102963","50","1950","414666","480","24926","480","20670","0","0","530","14210","2280","165106","2200","78215","1600","28749","2140","25769","590","14752","1640","7602","2480","1591102","1520","10783","0","0","0","0","2480","484661","1220","48994","700","33151","2080",2013
"907",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"908","37206","Total","13260","22150","6540","615579","11850","486102","2280","1681","1590","3423","2820","43894","0","1400","12305","520","5742","1310","20780","400","1852","650","6866","2850","47176","2160","8302","2470","18634","2570","6991","200","998","2210","4322","9800","419334","3130","2803","3430","8012","2990","7005","9820","73622","2380","9547","10580","25928","5280",2013
"909","37206","$1 under $25,000","6040","9370","3400","76814","5140","62735","420","216","260","377","1230","9285","0","200","122","150","797","440","3515","220","997","110","189","250","3200","160","328","170","1064","190","409","0","0","180","145","2650","16525","750","244","2900","6970","2540","6132","3010","2974","600","569","5280","12180","2380",2013
"910","37206","$25,000 under $50,000","3530","5600","1570","126458","3270","111253","460","223","320","442","600","6464","0","270","508","120","1100","370","5293","100","489","260","1721","670","8801","450","1127","560","3398","570","1140","50","66","490","780","3470","74728","1130","911","530","1042","450","873","3140","9798","600","1277","2900","6313","1200",2013
"911","37206","$50,000 under $75,000","1560","2670","540","94867","1450","80845","420","272","290","464","370","5958","0","250","688","80","744","210","3711","40","197","130","1883","610","8350","440","1024","540","3538","560","1307","40","101","470","718","1560","67419","450","565","0","0","0","0","1550","10537","400","1226","1130","2616","650",2013
"912","37206","$75,000 under $100,000","870","1730","380","74503","810","63564","300","206","210","452","240","4106","0","180","867","70","859","120","2619","40","169","70","1281","420","7108","340","1069","380","2857","390","1062","30","128","330","654","860","56069","310","471","0","0","0","0","860","9267","240","898","600","1780","370",2013
"913","37206","$100,000 under $200,000","1020","2180","470","135271","960","112126","510","436","380","1094","280","7923","0","360","2986","100","2242","140","4458","0","0","80","1792","680","13066","580","2315","620","5726","650","2137","50","276","560","1356","1020","110010","380","374","0","0","0","0","1020","21761","410","2335","580","2150","510",2013
"914","37206","$200,000 or more","240","600","180","107666","220","55579","170","328","130","594","100","10158","0","140","7134","0","0","30","1184","0","0","0","0","220","6651","190","2439","200","2051","210","936","30","427","180","669","240","94583","110","238","0","0","0","0","240","19285","130","3242","90","889","170",2013
"915",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"916","37207","Total","17750","33840","13980","527692","15920","437640","1590","848","690","1124","2480","17159","20","500","2548","660","7104","2490","43405","690","3071","1340","14332","2570","41195","2140","10579","2090","13731","2190","3607","70","234","1940","3095","11540","272305","4630","4155","6720","17681","6170","15866","10850","38618","1890","3947","15610","44164","7240",2013
"917","37207","$1 under $25,000","9930","17190","7420","128862","8620","107802","480","165","180","109","1590","10952","20","120","152","210","964","880","7658","460","2041","220","417","380","5514","280","767","250","1500","270","404","20","35","260","260","3910","22656","1310","449","5190","14649","4840","13182","4300","3815","550","398","9200","25004","4040",2013
"918","37207","$25,000 under $50,000","5130","10690","4730","180102","4850","162335","470","159","180","179","470","2146","0","130","336","180","1398","770","10658","150","647","510","3192","940","12393","740","2588","770","4518","770","1074","0","0","700","892","4940","92281","2340","2095","1530","3032","1330","2684","3920","9958","580","770","4520","13372","1940",2013
"919","37207","$50,000 under $75,000","1550","3230","1050","94011","1420","76827","280","187","130","291","210","1636","0","90","187","100","1065","410","9196","40","209","310","4429","620","9884","530","2486","530","3595","550","875","30","77","470","767","1550","62390","570","834","0","0","0","0","1490","8475","370","855","1170","3373","670",2013
"920","37207","$75,000 under $100,000","660","1550","450","56592","590","42326","180","103","90","126","110","731","0","60","186","100","1552","250","7869","40","174","180","3538","330","6236","310","2021","290","2045","310","582","0","0","270","544","660","40625","240","416","0","0","0","0","660","5957","180","524","470","1448","310",2013
"921","37207","$100,000 under $200,000","440","1080","310","54907","400","40955","160","150","110","419","100","1694","0","80","1006","70","2125","180","8024","0","0","120","2756","270","5944","250","2130","230","1859","260","526","20","122","220","552","440","42813","170","361","0","0","0","0","440","7517","180","875","250","967","250",2013
"922","37207","$200,000 or more","40","100","20","13218","40","7395","20","84","0","0","0","0","0","20","681","0","0","0","0","0","0","0","0","30","1224","30","587","20","214","30","146","0","0","20","80","40","11540","0","0","0","0","0","0","40","2896","30","525","0","0","30",2013
"923",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"924","37208","Total","7410","12730","4870","236273","6750","203694","640","294","430","1014","1060","11791","0","370","2377","160","1625","720","10300","260","968","290","2619","900","15077","710","2731","690","4948","680","1728","80","540","650","1104","4650","140109","1640","1167","3000","8033","2780","7240","4490","25874","770","2474","6570","18535","2990",2013
"925","37208","$1 under $25,000","4450","7620","3270","56375","3940","48109","130","48","60","49","690","5088","0","50","21","50","255","290","2462","190","679","60","114","120","1432","80","230","70","349","70","151","0","0","80","72","1740","10202","580","211","2530","7030","2360","6334","1890","1713","240","190","4160","11669","1790",2013
"926","37208","$25,000 under $50,000","1850","3230","1220","64078","1770","59371","160","24","90","117","170","1072","0","80","118","40","234","230","2819","40","145","120","638","240","3584","190","684","170","1020","170","308","0","0","160","220","1800","36071","750","652","470","1003","420","906","1500","4140","210","306","1630","4364","650",2013
"927","37208","$50,000 under $75,000","550","910","220","33377","520","29082","120","32","70","237","70","890","0","70","242","40","431","100","1807","30","144","60","836","200","3060","160","548","160","999","160","313","30","94","160","258","550","24051","160","198","0","0","0","0","540","3678","120","392","430","1123","240",2013
"928","37208","$75,000 under $100,000","220","380","70","18977","200","15823","60","19","60","109","50","808","0","40","164","0","0","40","1302","0","0","20","417","110","1903","90","382","100","694","90","227","0","0","90","150","220","14606","60","75","0","0","0","0","220","2572","60","247","160","481","110",2013
"929","37208","$100,000 under $200,000","280","480","90","37756","260","31176","120","97","110","313","60","2031","0","90","1018","30","705","60","1910","0","0","30","614","180","3593","150","670","150","1361","150","498","50","446","130","291","280","31394","70","25","0","0","0","0","280","6564","110","663","160","633","160",2013
"930","37208","$200,000 or more","60","110","0","25710","60","20133","50","74","40","189","20","1902","0","40","814","0","0","0","0","0","0","0","0","50","1505","40","217","40","525","40","231","0","0","30","113","60","23785","20","6","0","0","0","0","60","7207","30","676","30","265","40",2013
"931",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"932","37209","Total","17120","29260","8920","750711","15020","620789","3320","2689","2100","5630","3050","46747","40","1810","12671","750","8585","1950","33296","500","2289","1080","11985","3170","55667","2440","10069","2520","20484","2710","7874","240","1170","2480","4838","12890","497942","4420","3818","3720","8298","3120","7133","12540","91371","2960","10415","13700","32436","7030",2013
"933","37209","$1 under $25,000","7580","11300","3810","97807","6230","79269","710","276","430","599","1460","11022","0","340","312","210","1248","650","5529","270","1263","180","341","350","4588","220","484","200","1318","250","583","0","0","260","232","3520","22000","1080","395","2910","6716","2490","5866","3800","3703","820","802","6480","13478","3050",2013
"934","37209","$25,000 under $50,000","4950","8790","2960","176629","4580","157382","760","386","450","708","620","7827","0","350","498","190","1443","530","7454","140","639","370","2232","680","8866","470","1200","500","3066","550","1158","60","89","500","694","4790","100800","1730","1448","810","1582","630","1267","4190","12690","740","1254","4150","9518","1860",2013
"935","37209","$50,000 under $75,000","2110","3720","820","128282","1940","109543","610","403","370","907","380","5383","0","310","947","140","1383","320","6789","50","186","240","3429","700","10312","540","1614","560","3841","600","1440","50","147","540","868","2110","90726","670","841","0","0","0","0","2080","13664","490","1288","1590","3729","840",2013
"936","37209","$75,000 under $100,000","1040","2080","450","89156","950","73503","420","226","270","664","200","3877","40","250","1065","80","1326","200","4974","20","109","140","2589","460","7953","370","1238","390","3092","410","1114","30","93","370","686","1030","66995","370","495","0","0","0","0","1030","10936","300","1000","710","2138","460",2013
"937","37209","$100,000 under $200,000","1140","2620","660","151931","1050","122409","580","561","400","1407","290","10789","0","380","4096","130","3185","210","6661","20","92","120","2657","730","15264","620","2928","640","6086","670","2282","60","358","610","1588","1140","121912","440","554","0","0","0","0","1140","23466","430","2551","670","2489","600",2013
"938","37209","$200,000 or more","300","750","220","106906","270","78683","240","837","180","1345","100","7849","0","180","5753","0","0","40","1889","0","0","30","737","250","8684","220","2605","230","3081","230","1297","40","483","200","770","300","95509","130","85","0","0","0","0","300","26912","180","3520","100","1084","220",2013
"939",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"940","37210","Total","6930","12930","5030","201138","6070","167278","710","493","330","456","1270","14182","0","270","1722","230","2009","600","7923","240","923","340","3275","680","9475","460","1650","490","2859","540","913","40","262","490","796","4520","107484","1530","1261","2100","5300","1870","4493","4560","16994","890","2314","5930","14413","2940",2013
"941","37210","$1 under $25,000","3910","6720","2760","49716","3220","39954","230","138","100","124","890","7301","0","70","12","80","380","230","1945","150","649","60","79","100","1206","50","99","50","296","60","100","0","0","70","66","1570","9402","410","148","1750","4583","1580","3883","1980","1932","390","311","3430","8054","1680",2013
"942","37210","$25,000 under $50,000","2070","4190","1710","72357","1950","65571","200","130","100","119","220","2482","0","80","60","70","694","190","2449","60","184","140","847","270","3192","170","469","210","1087","220","294","0","0","190","287","2000","38516","810","640","350","717","290","610","1650","4607","270","417","1790","4374","810",2013
"943","37210","$50,000 under $75,000","590","1240","370","35742","560","31061","130","49","60","66","90","1123","0","50","137","50","464","100","1691","30","90","80","1137","160","2137","110","316","130","758","140","220","0","0","120","187","590","24460","200","302","0","0","0","0","570","3450","120","327","470","1188","260",2013
"944","37210","$75,000 under $100,000","190","400","100","16187","180","13335","60","21","30","23","30","1064","0","20","270","30","471","40","696","0","0","30","538","70","1236","60","302","50","289","60","103","40","262","60","120","190","12129","60","92","0","0","0","0","190","2009","50","192","140","389","80",2013
"945","37210","$100,000 under $200,000","150","330","90","18276","140","13668","90","155","40","124","40","2212","0","50","1243","0","0","40","1142","0","0","30","674","80","1704","70","464","50","429","60","196","0","0","50","136","150","14798","50","79","0","0","0","0","150","2913","60","1067","100","408","90",2013
"946","37210","$200,000 or more","20","50","0","8860","20","3689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","8179","0","0","0","0","0","0","20","2083","0","0","0","0","20",2013
"947",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"948","37211","Total","37380","73000","26540","1521801","32520","1259878","6310","4223","3780","8741","7460","92371","60","3200","20195","1960","23640","4110","72547","1070","4684","2550","30348","7030","118218","5620","24157","5610","40856","5970","13472","460","2223","5410","10087","27140","939564","10130","9204","8490","20978","7300","17964","26600","160609","6550","17987","30010","74789","16300",2013
"949","37211","$1 under $25,000","16720","29050","11550","221630","13500","178774","1380","698","730","843","3830","30480","0","630","454","540","2981","1190","9914","470","2084","380","694","770","10669","480","1100","470","3079","530","987","40","44","530","503","7120","43648","2160","746","6370","16455","5560","14224","8390","8577","2120","1919","14060","31815","7610",2013
"950","37211","$25,000 under $50,000","11130","23440","9550","396136","10230","348698","1520","700","840","1187","1620","20323","40","660","1059","460","4457","1110","16321","340","1447","850","5524","1760","23734","1270","3408","1340","8193","1390","2539","80","122","1290","1809","10500","206333","4380","3693","2120","4523","1740","3740","8800","25558","1570","2731","9480","24492","4510",2013
"951","37211","$50,000 under $75,000","4540","8890","2410","277852","4160","236130","1250","803","740","1496","810","10812","0","610","1856","380","4726","740","13904","120","505","600","8997","1690","25270","1390","4904","1370","8903","1460","2947","100","246","1300","2075","4530","190775","1650","2192","0","0","0","0","4430","27774","1100","2440","3390","8197","1840",2013
"952","37211","$75,000 under $100,000","2350","5170","1290","202886","2180","167920","830","523","530","1217","520","8741","0","440","1382","260","4072","480","11949","70","307","350","6537","1100","19158","930","4160","950","6881","990","2195","70","248","880","1793","2350","149850","920","1362","0","0","0","0","2340","23542","630","2016","1670","4638","1000",2013
"953","37211","$100,000 under $200,000","2280","5570","1490","298882","2130","242659","1090","807","760","2085","580","13433","20","660","3763","270","5709","510","17317","70","341","330","7492","1420","30453","1290","8127","1250","10993","1330","3696","120","783","1180","3029","2280","236884","890","1121","0","0","0","0","2280","44269","930","4760","1290","4629","1110",2013
"954","37211","$200,000 or more","360","880","250","124415","320","85697","240","692","180","1913","100","8582","0","200","11681","50","1695","80","3142","0","0","40","1104","290","8934","260","2458","230","2807","270","1108","50","780","230","878","360","112074","130","90","0","0","0","0","360","30889","200","4121","120","1018","230",2013
